date,hour,Incident,Line,Direction,Cause,Delay,delay_collapsed
2013-06-21,8, A Greenbelt-bound Yellow Line train at Van Dorn Street was delayed 6 minutes due to an operational problem.,Yellow,Greenbelt,an operational problem,6,12
2013-06-21,9, A Branch Avenue-bound Green Line train at L’Enfant Plaza was offloaded due to an equipment problem. Customers experienced a 6-minute delay.,Green,Branch Avenue,an equipment problem,6,15
2013-06-21,10, A Huntington-bound Yellow Line train at King Street was delayed 7 minutes due to police activity.,Yellow,Huntington,police activity,7,7
2013-06-21,16, A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.,Green,Branch Avenue,expressed for schedule adherence/improved train spacing,,6
2013-06-21,17, A New Carrollton-bound Orange Line train at Landover was delayed 6 minutes due to an operational problem.,Orange,New Carrollton,an operational problem,6,18
2013-06-21,18, A Shady Grove-bound Red Line train at Grosvenor was offloaded due to a sick customer. Several trains were single tracked around the incident train. Customers experienced a 15-minute delay.,Red,Shady Grove,a sick customer,15,15
2013-06-21,20, A Shady Grove-bound Red Line train at Fort Totten was offloaded due to an equipment problem. Customers experienced a 4-minute delay.,Red,Shady Grove,an equipment problem,4,8
2013-06-21,21, A Greenbelt-bound Green Line train at Naylor Road was offloaded due to an equipment problem. Several trains were single tracked around the incident train. Customers experienced a 6-minute delay.,Green,Greenbelt,an equipment problem,6,6
2013-06-21,23, A Franconia-Springfield-bound Blue Line train at Capitol Heights was delayed 7 minutes due to police activity.,Blue,Franconia-Springfield,police activity,7,7
2013-06-22,12, A Greenbelt-bound Green Line train at West Hyattsville was delayed 5 minutes due to a door problem.,Green,Greenbelt,a door problem,5,5
2013-06-22,13, A Franconia-Springfield-bound Blue Line train at Capitol Heights was delayed 10 minutes due to an unauthorized person on the track.,Blue,Franconia-Springfield,an unauthorized person on the track,10,10
2013-06-22,16, A Largo Town Center-bound Blue Line train at Van Dorn Street was delayed 7 minutes due to an operational problem.,Blue,Largo Town Center,an operational problem,7,7
2013-06-23,2, A Franconia-Springfield-bound Blue Line train at McPherson Square was offloaded due to a brake problem. Customers experienced a 20-minute delay.,Blue,Franconia-Springfield,a brake problem,20,20
2013-06-23,11, A Shady Grove-bound Red Line train at Friendship Heights was delayed 11 minutes due to burning debris on the track.,Red,Shady Grove,burning debris on the track,11,11
2013-06-23,18, A Greenbelt-bound Green Line train at U Street was delayed 16 minutes due to a signal problem.,Green,Greenbelt,a signal problem,16,27
2013-06-24,6, A Vienna-bound Orange Line train at West Falls Church was offloaded due to a brake problem. Customers experienced a 6-minute delay.,Orange,Vienna,a brake problem,6,6
2013-06-24,8, A New Carrollton-bound Orange Line train at West Falls Church was delayed 5 minutes due to an operational problem.,Orange,New Carrollton,an operational problem,5,5
2013-06-24,9, A Shady Grove-bound Red Line train at Metro Center was delayed 5 minutes due to police activity.,Red,Shady Grove,police activity,5,13
2013-06-24,15, A Franconia-Springfield-bound Blue Line train at Braddock Road was offloaded due to a brake problem. Customers experienced a 7-minute delay.,Blue,Franconia-Springfield,a brake problem,7,16
2013-06-24,16, A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.,Green,Branch Avenue,expressed for schedule adherence/improved train spacing,,12
2013-06-24,17, A Vienna-bound Orange Line train at Rosslyn was offloaded due to a door problem. Customers experienced a 20-minute delay.,Orange,Vienna,a door problem,20,26
2013-06-24,18, A Shady Grove-bound Red Line train at Judiciary Square was offloaded due to a door problem. Customers experienced a 3-minute delay.,Red,Shady Grove,a door problem,3,3
2013-06-24,19, A Glenmont-bound Red Line train at Silver Spring was offloaded due to a brake problem. Customers experienced a 6-minute delay.,Red,Glenmont,a brake problem,6,16
2013-06-24,23, A Vienna-bound Orange Line train at Landover was offloaded due to a brake problem. Customers experienced a 6-minute delay.,Orange,Vienna,a brake problem,6,6
2013-06-25,7," A Greenbelt-bound Green Line train at Branch avenue did not operate, resulting in a 6-minute gap in service.",Green,Greenbelt,did not operate,6,6
2013-06-25,8, A Shady Grove-bound Red Line train at Metro Center was delayed 6 minutes due to an operational problem.,Red,Shady Grove,an operational problem,6,9
2013-06-25,9, A Shady Grove-bound Red Line train at Fort Totten was offloaded due to a brake problem. Customers experienced a 7-minute delay.,Red,Shady Grove,a brake problem,7,7
2013-06-25,15, A Largo Town Center-bound Blue Line train at Ronald Reagan Washington National Airport was offloaded due to an equipment problem. Customers experienced an 8-minute delay.,Blue,Largo Town Center,an equipment problem,8,8
2013-06-25,16, A Shady Grove-bound Red Line train at Fort Totten was delayed due to a loss of 3rd rail power. Red Line trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Customers experienced delays up to 30 minutes until approximately 5:45 p.m.,Red,Shady Grove,a loss of 3rd rail power,30,30
2013-06-25,17, A Vienna-bound Orange Line train at Metro Center was offloaded and rerouted to the Red Line for schedule adherence/improved train spacing.,Orange,Vienna,,,43
2013-06-25,18, A Fort Totten-bound Yellow Line train at Mt. Vernon Square was offloaded due to a door problem. Customers experienced a 5-minute delay.,Yellow,Fort Totten,a door problem,5,5
2013-06-25,20, A Shady Grove-bound Red Line train at Cleveland Park was delayed 6 minutes due to a sick customer.,Red,Shady Grove,a sick customer,6,6
2013-06-26,6, A Vienna-bound Orange Line train at Eastern Market was offloaded due to a brake problem. Customers experienced a 6-minute delay.,Orange,Vienna,a brake problem,6,6
2013-06-26,7, A New Carrollton-bound Orange Line train at East Falls Church was offloaded due to an equipment problem. Customers experienced a 4-minute delay.,Orange,New Carrollton,an equipment problem,4,4
2013-06-26,11, A Franconia-Springfield-bound Blue Line train at Braddock Road was offloaded due to a brake problem. Customers experienced a 12-minute delay.,Blue,Franconia-Springfield,a brake problem,12,12
2013-06-26,13, A New Carrollton-bound Orange Line train at West Falls Church was offloaded due to a brake problem. Customers experienced a 12-minute delay.,Orange,New Carrollton,a brake problem,12,12
2013-06-26,14, A Vienna-bound Orange Line train at Metro Center was offloaded due to a brake problem. Customers experienced a 6-minute delay.,Orange,Vienna,a brake problem,6,6
2013-06-26,15, A Silver Spring-bound Red Line train at Medical Center was offloaded due to a brake problem. Customers experienced an 8-minute delay.,Red,Silver Spring,a brake problem,8,8
2013-06-26,16, A Vienna-bound Orange Line train at Landover was offloaded due to a brake problem. Customers experienced a 3-minute delay.,Orange,Vienna,a brake problem,3,3
2013-06-26,17, A Franconia-Springfield-bound Blue Line train at Braddock Road was offloaded due to a brake problem. Customers experienced a 9-minute delay.,Blue,Franconia-Springfield,a brake problem,9,23
2013-06-26,19, A Franconia-Springfield-bound Blue Line train at Largo Town Center was delayed 6 minutes due to a signal problem.,Blue,Franconia-Springfield,a signal problem,6,6
2013-06-26,23, A Franconia-Springfield-bound Blue Line train at Stadium-Armory was delayed 9 minutes due to police activity.,Blue,Franconia-Springfield,police activity,9,9
2013-06-27,6," A Huntington-bound Yellow Line train at Mt. Vernon Square did not operate, resulting in a 6-minute gap in service.",Yellow,Huntington,did not operate,6,6
2013-06-27,7, A Vienna-bound Orange Line train at East Falls Church was offloaded due to a brake problem. Customers experienced a 10-minute delay.,Orange,Vienna,a brake problem,10,16
2013-06-27,8," A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.",Blue,Franconia-Springfield,did not operate,6,6
2013-06-27,9, A Mt. Vernon Sq-bound Yellow Line train at King Street was delayed 4 minutes due to an operational problem.,Yellow,Mt. Vernon Sq,an operational problem,4,4
2013-06-27,12, A Greenbelt-bound Green Line train at Navy Yard was offloaded due to a brake problem. Customers experienced a 12-minute delay.,Green,Greenbelt,a brake problem,12,12
2013-06-27,14, A Vienna-bound Orange Line train at Clarendon was delayed 4 minutes due to a door problem.,Orange,Vienna,a door problem,4,4
2013-06-27,15, A New Carrollton-bound Orange Line train at Potomac Avenue was expressed for schedule adherence/improved train spacing.,Orange,New Carrollton,expressed for schedule adherence/improved train spacing,,
2013-06-27,16, A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.,Green,Greenbelt,expressed for schedule adherence/improved train spacing,,7
2013-06-27,17, A Huntington-bound Yellow Line train at Braddock Road was delayed 4 minutes due to an operational problem.,Yellow,Huntington,an operational problem,4,8
2013-06-28,7, A Branch Avenue-bound Green Line train at Southern Avenue was delayed due to disabled track equipment. Several trains were single tracked around the incident and several trains were offloaded and turned back for schedule adherence/improved train spacing. Customers experienced delays up to 20 minutes until approximately 9:00 a.m.,Green,Branch Avenue,disabled track equipment,20,20
2013-06-28,9, A Vienna-bound Orange Line train at L’Enfant Plaza was delayed 4 minutes due to a door problem.,Orange,Vienna,a door problem,4,4
2013-06-28,11, A Vienna-bound Orange Line train at Potomac Avenue was delayed 7 minutes due to an unauthorized person on the track.,Orange,Vienna,an unauthorized person on the track,7,7
2013-06-28,15, A Greenbelt-bound Green Line train at L’Enfant Plaza was delayed 4 minutes due to a brake problem.,Green,Greenbelt,a brake problem,4,30
2013-06-28,17, A Vienna-bound Orange Line train at Deanwood was offloaded due to a door problem. Customers experienced a 6-minute delay.,Orange,Vienna,a door problem,6,9
2013-06-28,18, A New Carrollton-bound Orange Line train at Court House was expressed for schedule adherence/improved train spacing.,Orange,New Carrollton,expressed for schedule adherence/improved train spacing,,13
2013-06-28,19," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 12-minute gap in service.",Orange,Vienna,did not operate,12,12
2013-06-29,0, A Glenmont-bound Red Line train at Union Station was delayed 5 minutes due to police activity.,Red,Glenmont,police activity,5,5
2013-06-29,1, A Branch Avenue-bound Green Line train at Columbia Heights was delayed 5 minutes due to an unauthorized person on the tracks.,Green,Branch Avenue,an unauthorized person on the tracks,5,5
2013-06-29,10, A Vienna-bound Orange Line train at McPherson Square was delayed 7 minutes due to a sick customer.,Orange,Vienna,a sick customer,7,7
2013-06-29,14,  A New Carrollton-bound Orange Line train at Landover was delayed 8 minutes due to a smoldering crosstie.,Orange,New Carrollton,a smoldering crosstie,8,13
2013-06-29,16, A Glenmont-bound Red Line train at Rhode Island Avenue was delayed 20 minutes due to a signal problem.,Red,Glenmont,a signal problem,20,20
2013-06-29,18, A Silver Spring-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Customers experienced a 7-minute delay.,Red,Silver Spring,a brake problem,7,7
2013-06-29,21, A Largo Town Center-bound Blue Line train at Capitol Heights was delayed 6 minutes due to a sick customer.,Blue,Largo Town Center,a sick customer,6,6
2013-06-30,0, A Glenmont-bound Red Line train at Rhode Island Avenue was delayed 5 minutes due to a sick customer.,Red,Glenmont,a sick customer,5,5
2013-06-30,11, A Glenmont-bound Red Line train at Fort Totten was delayed 15 minutes due to a signal problem.,Red,Glenmont,a signal problem,15,15
2013-06-30,16, A Grosvenor-bound Red Line train at Brookland was offloaded due to a brake problem. Customers experienced a 12-minute delay.,Red,Grosvenor,a brake problem,12,12
